index,time,conversation
848,20:47,Oh you almost got me there
849,20:47,Oh I forgot that was over there
850,22:03,Okay
851,22:45,Nice
852,22:45,Good game
853,22:47,Good game good game
854,22:47,awesome okay
855,22:47,All right
856,22:47,I think that's the end of screen sharing
857,22:47,I think that's all we need to see right
858,22:57,yeah I think so
859,22:58,let's stop awesome Okay no let's look at our instructions
860,23:05,We stop the recording
861,23:07,um yeah
862,23:07,yeah
863,23:07,So here let's do this let's take a little 10 minute break once I stopped the recording the online
864,23:07,It needs like about 1015 minutes to process the video and put it
865,23:07,Up okay oh yeah how about in about 1015 minutes just be back here sounds good or snack or something
866,23:07,yeah sounds good
867,23:07,Alright C
868,00:00, So
869,00:10, Sally what what what are you working on SMB
870,00:21, Oh no i'm a citizen I i've been in the US since like 2004 I did my undergrad and graduate in 2008 2009
871,00:24, Then I started working
872,00:28, Back then I got my citizenship and bring 16
873,00:31, Right now it's coming back to school
874,00:36, After what 12 years yeah
875,00:37, that's awesome
876,00:44, yeah i'm hoping to turn this program into i'm going to turn it into a PhD Program
877,00:47, So then they didn't visitors and
878,00:51, 2009 2008 yeah
879,00:56, Still I mean you still a little Pasty
880,01:02, yeah man it's uh it's you know like i'm at a point in my career that you know I want to get a PhD
881,01:04, Okay
882,01:06, I want you
883,01:14, know a bastard in 15 force that I looked at for end up as I came here for masters
884,01:15,Okay
885,01:18, So clearly working
886,01:24, I work for a company called Alliant insurance services our New York
887,01:26, i'm in Texas right now but
888,01:27, You record
889,01:30, But we do
890,01:37, We do insurance brokering for a specialized specialty you know real estate
891,01:46, And I do catastrophe modeling for them so basically you know understanding how models are done
892,01:51, For me right and we execute you know models for
893,02:00, Her game severe thunderstorms earthquakes you know to see him what you know real estate losses can be based on those
894,02:03, that's good yeah
895,02:08, Okay okay yeah let's start the games
896,02:10, What you're doing doctrine boxers
897,02:12, i'll explain you
898,02:14, Know based on the game
899,02:15,Okay
900,02:22, So I share you the link
901,02:23,Okay
902,02:38, So what this game is like you need to make a square so we will have access will keep drawing drawing the lines
903,02:40, Where we completed the box is going to me
904,02:45, How many more boxes a person will make so he's going to
905,02:47, I am ready sir
906,02:49,yeah
907,02:53, star okay
908,02:58, So just we need to randomly placed lines
909,03:05, Okay So whoever will finish the box he'll get that box so finally who will make more boxes haldeman
910,03:06, OK I see
911,03:08, you've already played
912,03:08,yeah
913,03:18, You should not give me an opportunity to make this say no I made the box
914,03:19, With my line
915,03:23, You give you kept to a line here right
916,03:24, Oh Okay so it
917,03:24, Does Kim
918,03:26, ic ic ic ic
919,03:30, So and I made a box so you should not do that opportunity
920,04:33, Now we can do anything there is no more free boxes left
921,04:41, yeah he think he he need to dry land size that I make number of less boxes
922,04:46, Oh I see So if you make a box you can keep on making boxes
923,04:48, yeah oh Lord
924,04:55, that's not gonna be fun okay let's try this
925,04:57, Oh no no no
926,04:59, That was
927,05:04,Yes
928,05:06, You should know
929,05:33, yeah I think you can build the rest
930,05:44, Okay
931,05:48, Do we have to do something like write a message or something
932,05:51, Nothing like that I just
933,05:56, limit the video
934,06:00, let's plan
935,06:17, play again
936,06:20, There is one more game we have to play a
937,06:23, game I am sharing a tic TAC toe
938,06:35, tic TAC
939,06:37, toe
940,06:39, You
941,06:43, gotta pee man that's what we call it
942,06:50,They call it an end
943,06:52, In the
944,06:54, end or do we call a quarter
945,07:03, Did you get dealing
946,07:05, With an injury
947,07:05,yeah
948,07:09,yeah I did
949,07:11, i'm joining
950,07:12,again
951,07:17, Right play
952,07:30,left against
953,07:32, Oh is it
954,07:38, Can you create
955,07:44, i'm facing this problem from a steady I don't know I
956,07:48, Think let's play docs and Marxism
957,07:51, Okay
958,07:53, yeah I don't know for some reason
959,07:56, i'm getting out of the game
960,08:09, Sharing you the link
961,08:20, Let go let go
962,08:52, You know my strategy and I stay away from you
963,08:53,know
964,08:59, The now i'm stuck
965,09:09, I guess player one is
966,09:10, going to
967,09:12, demolish me
968,09:16, you're gonna get all the boxes here
969,09:20, Vegas
970,09:21,yeah
971,09:23, Oh
972,09:25, yeah I got for
973,09:38, ya know it's 10
974,09:56, Okay hey guess a lot of the boxes
975,09:58, Oh I missed it
976,10:20, Alright let's
977,10:27, yeah let's do this one more one more time
978,10:27,Okay
979,10:32, Okay
980,10:50, concentrate
981,10:53, i'm ready
982,11:06, To do my same strategy here
983,11:46,yeah
984,11:58, Or you could have gone here
985,12:02,Okay
986,12:26, I miss that
987,12:28,yeah
988,12:42, Oh
989,12:49, yeah
990,12:56, along
991,12:58, i'll show you
992,13:00, All right
993,00:43,yeah
994,00:45,And you see the transcript being
995,00:45,broadcasted yes okay
996,00:45,So
997,00:45,I guess we could start off with a small talk i'll know what to say
998,00:45,Are you an undergraduate student are you a Grad student Daniel masters or what
999,01:02,Yes i'm doing my masters
1000,01:02,masters with a major in Ai
1001,01:09,So is this your first to your a UN tea
1002,01:13,Yes this is my first year at USD and I started just this semester in spring
1003,01:19,Oh wow okay
1004,01:19,Where did you transfer from
1005,01:23,I mean I didn't
1006,01:25,i'm not sorry transfer I mean where did you get your bachelor's from
1007,01:28,So I got my bachelor's way back seven years back from India
1008,01:28,And I just traveled in December last December
1009,01:28,and start my master's this Jen
1010,01:43,Okay that's me
1011,01:43,How about you so I am
1012,01:43,I have not gotten my bachelor's yet now I am in the process of doing so
1013,01:43,I am a senior so I should wrap up by not
1014,01:43,I should wrap up by December
1015,02:04,that's cool
1016,02:06,No
1017,02:07,and your major isn't artificial intelligence
1018,02:12,The major is computer science
1019,02:12,Okay and then you can pick and choose what courses you want to take
1020,02:12,After you know like upper division electives once you reach your once you reach Grad school then you could do select which track you want to go to but you don't have that
1021,02:12,choice you start to take all your fundamentals along the way you know his bachelor's yeah
1022,02:36,So I mean
1023,02:36,what's your favorite subject or
1024,02:36,You know like something that keeps you going is during your free time as well
1025,02:51,I have no free time outside of class or work because i'm also doing an internship
1026,02:51,And that keeps me busy all day as well
1027,03:04,how's the internship going
1028,03:06,it's Nice that it's remote but it's
1029,03:06,it's it's a lot of work
1030,03:14,yeah
1031,03:14,yeah so you have started this internship remotely because of the band
1032,03:19,Yes I started in the summer and it's extended all the way through while i've been coming to you went to
1033,03:24,that's Nice
1034,03:24,And how was the experience like you you feel that you've changed since being done started
1035,03:33,yeah I mean you get to learn all the basic like all the stuff you learned from school I it makes more sense once you apply to the real world
1036,03:33,yeah and then get to work in a corporate environment and
1037,03:44,yeah
1038,03:47,push out the little things you you get the hang of things how
1039,03:47,Things actually happen in the industry
1040,03:52,yeah there's a lot of documentation and jira and confluence and
1041,03:52,And then
1042,03:52,The small incremental changes one at a time but you're constantly releasing yeah it's it's it's good
1043,04:05,what's the walk about
1044,04:05,What do you do
1045,04:09,um so as a developer and turn this is the company happy financial they are Washington based company and they are insurance broker brokerage
1046,04:09,So what they do is sell
1047,04:09,Life insurance policies
1048,04:09,on behalf of different life insurance companies to prospective customers
1049,04:09,So it's like they're the middlemen and they use a lot of technology to do so
1050,04:09,They have their own sales staff and stuff but they use the CRM custom CRM software called lists
1051,04:09,And that's a lot of the work i've been doing and they do a lot of integrations with new advertising partners and
1052,04:09,They have their own phone number system or not phone number system they work with phone number
1053,04:09,Companies that can
1054,04:09,handle all of these calls at scale
1055,05:11,With chase before
1056,05:11,coming here to start my program here
1057,05:11,So I work with
1058,05:11,On I used to work on trading platforms so corporate trading platforms
